Unfairness weight,Local cost weight,Global cost weight
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996
0.3,0.5,0.19999999999999996

