Unfairness weight,Local cost weight,Global cost weight
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997
0.4,0.2,0.39999999999999997

