Unfairness weight,Local cost weight,Global cost weight
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4
0.2,0.4,0.4

