Unfairness weight,Local cost weight,Global cost weight
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7
0.1,0.2,0.7

