Unfairness weight,Local cost weight,Global cost weight
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8
0.1,0.1,0.8

