Unfairness weight,Local cost weight,Global cost weight
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3
0.5,0.2,0.3

