Unfairness weight,Local cost weight,Global cost weight
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6
0.3,0.1,0.6

