Unfairness weight,Local cost weight,Global cost weight
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2
0.6,0.2,0.2

