Unfairness weight,Local cost weight,Global cost weight
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7
0.0,0.3,0.7

